age,age_group,workclass,education_level,education_years,marital_status,occupation,relationship,race,sex,capital_gain_usd,capital_loss_usd,hours_per_week,native_country,source_split,high_income
47,45-54,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,train,1
39,35-44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,62,United-States,train,1
32,25-34,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,37,United-States,test,0
24,17-24,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,30,United-States,train,0
37,35-44,State-gov,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,30,United-States,test,0
22,17-24,,Some-college,10,Never-married,,Other-relative,White,Male,0,0,45,,test,0
24,17-24,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
30,25-34,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,train,0
52,45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,train,1
57,55-64,Self-emp-not-inc,Some-college,10,Separated,Sales,Not-in-family,White,Male,0,0,35,United-States,train,0
35,35-44,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,test,0
30,25-34,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2002,40,United-States,train,0
42,35-44,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,train,0
80,65+,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States,train,0
52,45-54,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,train,1
22,17-24,State-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,40,El-Salvador,train,1
36,35-44,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,train,0
26,25-34,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,test,0
54,45-54,Private,HS-grad,9,Never-married,Exec-managerial,Unmarried,White,Male,0,0,40,United-States,train,1
37,35-44,Private,12th,8,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,40,United-States,train,0
26,25-34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,40,United-States,train,1
43,35-44,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,train,0
66,65+,Private,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,test,0
44,35-44,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,test,0
32,25-34,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,train,0
26,25-34,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,65,United-States,train,0
30,25-34,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,train,1
57,55-64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,train,0
30,25-34,,Bachelors,13,Married-civ-spouse,,Wife,White,Female,0,0,4,United-States,train,0
27,25-34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,Mexico,train,0
38,35-44,State-gov,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,2036,0,20,United-States,train,0
57,55-64,Federal-gov,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,train,1
27,25-34,Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,test,0
17,17-24,Private,11th,7,Never-married,Other-service,Own-child,Black,Male,0,0,16,Haiti,train,0
60,55-64,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,46,United-States,train,1
43,35-44,Private,Some-college,10,Divorced,Tech-support,Unmarried,Black,Female,0,0,35,United-States,test,0
57,55-64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,train,1
43,35-44,Self-emp-not-inc,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,train,0
38,35-44,Private,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,52,United-States,test,0
54,45-54,Private,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,46,United-States,test,0
19,17-24,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,train,0
38,35-44,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
50,45-54,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,45,United-States,train,1
57,55-64,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,test,0
70,65+,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,12,United-States,train,0
56,55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,United-States,test,1
44,35-44,Private,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,train,0
22,17-24,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,10,United-States,train,0
21,17-24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States,train,0
41,35-44,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Female,0,0,99,United-States,test,0
29,25-34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,test,1
29,25-34,Private,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,train,0
17,17-24,,11th,7,Never-married,,Own-child,White,Female,0,0,20,United-States,train,0
47,45-54,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Portugal,test,0
64,55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,test,0
38,35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,test,1
32,25-34,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,test,1
49,45-54,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,test,0
41,35-44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,train,0
34,25-34,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,train,1
41,35-44,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,test,0
25,25-34,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,train,1
26,25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,train,1
51,45-54,Self-emp-not-inc,10th,6,Widowed,Transport-moving,Other-relative,White,Female,0,0,40,United-States,train,0
29,25-34,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Canada,train,0
53,45-54,Private,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,21,Japan,train,1
40,35-44,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,test,0
43,35-44,Private,1st-4th,2,Married-spouse-absent,Farming-fishing,Not-in-family,White,Male,0,0,28,Mexico,test,0
57,55-64,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,train,1
50,45-54,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,train,1
41,35-44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,test,1
51,45-54,Private,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,train,0
23,17-24,Private,10th,6,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
35,35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,test,0
46,45-54,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,test,1
65,65+,Self-emp-not-inc,Masters,14,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,7978,0,40,United-States,test,0
47,45-54,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,50,United-States,test,0
40,35-44,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,train,0
69,65+,,Bachelors,13,Married-civ-spouse,,Husband,White,Male,0,0,20,United-States,train,0
36,35-44,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,train,0
36,35-44,State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,train,1
43,35-44,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,train,1
50,45-54,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,test,0
50,45-54,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,8,United-States,train,0
31,25-34,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,train,1
54,45-54,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,train,1
56,55-64,Self-emp-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,test,0
27,25-34,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,train,0
47,45-54,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,train,0
42,35-44,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Male,0,0,30,United-States,test,0
28,25-34,Private,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,2174,0,55,United-States,train,0
28,25-34,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,train,0
43,35-44,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,train,0
57,55-64,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,test,0
34,25-34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,France,train,0
36,35-44,Self-emp-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,test,0
27,25-34,Private,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,,train,0
25,25-34,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,50,India,test,0
37,35-44,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,test,0
35,35-44,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,test,0
32,25-34,Private,7th-8th,4,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,35,Mexico,test,0
38,35-44,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,train,1
44,35-44,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,train,0
46,45-54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,train,1
33,25-34,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,test,0
53,45-54,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,train,0
51,45-54,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,train,1
30,25-34,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,40,South,train,1
37,35-44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,test,1
39,35-44,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,test,0
42,35-44,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,train,1
31,25-34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,train,0
32,25-34,State-gov,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,1726,38,United-States,train,0
25,25-34,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,train,0
45,45-54,Local-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,train,0
39,35-44,Local-gov,Assoc-acdm,12,Divorced,Other-service,Unmarried,White,Female,0,0,55,United-States,train,0
46,45-54,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,train,0
55,55-64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,,train,1
35,35-44,Private,Prof-school,15,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,35,China,train,0
34,25-34,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,test,0
17,17-24,,11th,7,Never-married,,Own-child,White,Female,0,0,16,United-States,test,0
30,25-34,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,20,Greece,test,0
38,35-44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,4386,0,48,United-States,train,0
50,45-54,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,train,0
48,45-54,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,train,0
25,25-34,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,test,0
54,45-54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,test,0
47,45-54,Private,12th,8,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,train,0
34,25-34,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Male,0,0,40,Mexico,train,0
33,25-34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,66,United-States,train,0
33,25-34,Private,HS-grad,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,train,0
39,35-44,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,,test,0
31,25-34,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,train,0
56,55-64,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,67,United-States,train,1
18,17-24,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,30,United-States,train,0
57,55-64,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,2258,40,United-States,train,0
31,25-34,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1902,35,United-States,train,1
45,45-54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,train,0
18,17-24,Private,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,35,United-States,train,0
43,35-44,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,test,0
48,45-54,Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,train,0
44,35-44,State-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,44,United-States,train,1
52,45-54,Local-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,train,1
62,55-64,,11th,7,Divorced,,Not-in-family,Black,Female,0,0,40,United-States,train,0
36,35-44,State-gov,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,train,0
48,45-54,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,2258,40,United-States,train,1
50,45-54,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,55,United-States,train,1
24,17-24,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,test,0
35,35-44,Self-emp-inc,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,train,1
31,25-34,Private,11th,7,Separated,Other-service,Not-in-family,White,Male,0,0,38,Puerto-Rico,test,0
34,25-34,Private,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,test,0
55,55-64,State-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,train,1
28,25-34,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,train,0
35,35-44,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,test,1
22,17-24,Local-gov,HS-grad,9,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,test,0
28,25-34,Federal-gov,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,train,0
30,25-34,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,train,0
35,35-44,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,test,0
26,25-34,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,train,0
29,25-34,Private,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,test,0
36,35-44,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,test,1
50,45-54,Private,11th,7,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,test,0
22,17-24,Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,test,0
45,45-54,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,15024,0,72,United-States,test,1
24,17-24,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,train,0
